Comentario,Polaridad,Aspecto
en el caso de uso cu el medico no es el que tiene que volver a solicitar la cita si no que el paciente como se describe en el problema,-1,caso
se encuentra correctamente toda la informacion y el diseno,1,informacion
si estan todos los actores que manipulan el sistema,1,actores
la estructura del caso de uso es correcto y presentan su funcionalidad correcta,1,estructura
si estan comunicado correctamente los casos de usos mediante los include y los extend,1,casos
la estructura es correcta porque contiene actores y casos de uso,1,estructura
los actores estan bien especificados y pertenecen al sistema,1,actores
la funcionalidad que se presenta es correcta la sintaxis es incorrecta ya que hay casos de uso que contienen un verbo en infinitivo y mas de un objeto ademas su numeracion se encuentra en desorden,0,funcionalidad
existen extend fuera de lugar como por ejemplo en el caso de uso actualizar tratamiento que tiene un extend hacia registrar cita e include que conectan desde un caso de uso actualizar hacia otro caso de uso actualizar,-1,lugar
la estructura es correcta contiene todo lo requerido,1,estructura
los actores estan bien definidos y son necesarios para el sistema,1,actores
las funcionalidades descritas son correctas la sintaxis es la correcta,1,funcionalidades
la utilizacion de herencia esta de forma correcta la utilizacion de los include estan de forma correcta la utilizacion de la extends en algunos casos no es la correcta,0,utilizacion
no existen errores de estructura,1,errores
todos los actores son correctos,1,actores
la mayoria de los casos de uso tienen numeracion aunque un poco desordenada,0,mayoria
la comunicacion entre casos de uso y actores es incorrecta,-1,comunicacion
el caso de uso tiene la estructura adecuada,1,caso
los actores se especifican correctamente,1,actores
algunos casos de uso no siguen la sintaxis adecuada,-1,casos
comunicaciones correctamente aplicadas,1,comunicaciones
la estructura del diagrama de clase de uso es correcto cuenta una relacion correcta entre los actores y casos de uso,1,estructura
el diagrama de caso de uso cuenta con los actores necesarios para el sistema,1,diagrama
el diagrama de caso de uso cuenta con varios errores en su sintaxis une el verbo pero esta poniendo mas de un objeto por parte de la numeracion algunos casos no lo hace de manera correcta ya que primero coloca un caso de uso y despues un include hacia otro que necesita del anterior,-1,diagrama
algunos estereotipos no estan correctos como por ejemplo el cu con cu este cuenta con un  que no hace lo que se solicita en el sistema,-1,estereotipos
no se entienden bien las lineas de relacion entre algunos caso de uso y actores,-1,lineas
los actores son los necesarios en el sistema,1,actores
no estan bien escrito no hace bien las consultas en cu no consulta la cita registrada en cu no consulta el paciente registrado,-1,consultas
el include esta siendo mal utilizado el extend esta siendo mal utilizado,-1,include
la estructura es correcta,1,estructura
los actores estan bien especificados y son necesarios en el sistema,1,actores
la sintaxis es correcta,1,sintaxis
se utilizan los includes de forma correcta,1,includes
integra una estructura correcta con actores que se manifiestan a traves de cada caso de uso relacionado,1,estructura
presenta claramente que los actores estan bien especificados y tienen coherencia con el sistema cada uno cumple su funcion en el diagrama de caso de uso,1,actores
determina su funcionalidad correctamente la representacion de la sintaxis es buena especificando el orden de cada uno de los casos de usos asignandoles su regla gramatical del verbo infinitivo mas el objetivo la representacion de los casos de usos si los encuentro completos aunque si se hubiera especificado un poco mas con la accion de la asignacion del especialista fuera mas entendible,1,funcionalidad
se muestra el uso de extend e include de manera correcta observe que hace el uso de una herencia de medico especialista hacia el medico general la cual juega el papel de adquirir todas las acciones que este realice no lo encuentro incorrecto porque el especialista debe obtener los datos del paciente como del tiramiento y otras cosas justificando los requerimientos solicitados por el ejercicio,1,uso
no existe una estructura correcta con los actores involucrados y el caso de uso relacionado lo cual no existira una funcionalidad debida en el sistema,-1,estructura
los nombres de los actores estan especificados de la mejor manera pero existe un error en un caso de uso el cual no cumple con lo que se requiere en el sistema,0,nombres
la funcionalidad descrita en el diagrama de casos de uso es la correcta ya que cumple con la sintaxis adecuada y de una manera ordenada todos los casos de uso estan completos,1,funcionalidad
el diagrama de casos de usos cumple con todo lo que se requiere consta de include y de extend,1,diagrama
la estructura presentada es correcta,1,estructura
los actores son los requeridos por el sistema,1,actores
la sintaxis es correcta asi como la funcionalidad,1,sintaxis
la utilizacion de los include y extend es correcto pero no siempre justificada,0,utilizacion
la estructura se presenta de manera correcta presenta de manera ordenada los casos de uso con los actores respectivos,1,estructura
la cantidad de actores es correcta sin embargo existe un actor que esta realizando un hecho que no esta en los requerimientos,0,cantidad
la funcionalidad en ciertos casos de uso no es la especificada en los requerimientos la sintaxis por su parte esta correcta,0,funcionalidad
tanto el extend como el include y la herencia estan realizadas de manera correcta sin embargo existen algunos de estos apartados que corresponden a la justificacion dada en los requerimientos,0,extend
la estructura no tiene errores,1,estructura
los actores estan correctos,1,actores
no aplica numeracion en los casos de uso,-1,numeracion
mal uso del include  extend,-1,uso
la estructura esta correcta los actores y lo casos de uso estan todos bien relacionados,1,estructura
los actores son los necesarios y estan bien especificados la herencia la aplican correctamente y es necesaria,1,actores
la funcionalidad tiene ligeras carencias de algunos parametros descritos en el documento algunos casos de uso no estan bien definidos o implementados por ejemplo el cu toma como objeto al actor la sintaxis es correcta cumple con lo necesario para que se entiendan las funcionalidades descritas,0,funcionalidad
la mayoria los casos de usos esta bien conectados mediante los estereotipos de extends e include en el caso de uso cu no es correcto su comunicacion la herencia esta bien aplicada y es correcta,0,mayoria
la estructura no tiene errores,1,estructura
se encuentran todos los actores que participan en el programa,1,actores
no aplica numeracion en los casos de uso,-1,numeracion
modificar historial no tiene conexiones directa con el actor,-1,conexiones
la estructura no tiene errores,1,estructura
los actores estan bien especificados y son necesarios en el sistema,1,actores
